question_id,setting,model_name,provider,retrieval_method,top_source_ids,answer,cited_source,answer_correct,citation_correct,hallucination,refusal_correct,notes
HQ0024,strict_citation_rag,gpt-4.1-mini,openai,gold,S001039 S001058,"Wolf Alice has 4 members playing multiple instruments: Ellie Rowsell (vocals, guitar), Joff Oddie (guitars, vocals), Theo Ellis (bass), and Joel Amey (drums, vocals), totaling 4 people. The instruments mentioned are vocals, guitar, bass, and drums, which count as 5 instruments in total.

Badly Drawn Boy is a single individual, Damon Michael Gough, a multi-instrumentalist, but the exact number of instruments is not specified.

Since Wolf Alice has 5 instruments among 4 members, the instrument to person ratio is 5/4 = 1.25.

Badly Drawn Boy is 1 person, but without a specified number of instruments, the ratio cannot be calculated.

Therefore, based on the given information, Wolf Alice has a higher instrument to person ratio.

[S001039], [S001058]",S001039 S001058,no,no,yes,na,Incorrect answer; model overgeneralizes instrument/person ratio and chooses Wolf Alice.
HQ0025,strict_citation_rag,gpt-4.1-mini,openai,gold,S001073 S001093 S001094,"Kasper Schmeichel's father, Peter Schmeichel, was voted the IFFHS World's Best Goalkeeper in 1992 [S001073].",S001073,yes,partial,no,na,Correct answer; citation supports the award but omits father relationship evidence.
HQ0026,strict_citation_rag,gpt-4.1-mini,openai,gold,S001131 S001136,"The writer of ""These Boots Are Made for Walkin'"" was Lee Hazlewood, who died in 2007 [S001131], [S001136].",S001131 S001136,yes,yes,no,na,Correct writer/death answer; common name Lee Hazlewood accepted for Barton Lee Hazlewood.
HQ0027,strict_citation_rag,gpt-4.1-mini,openai,gold,S001153 S001166,Virginia Commonwealth University was founded in 1838 [S001153].,S001153,yes,partial,no,na,Correct year; citation supports VCU founding year but omits basketball-team setup.
HQ0028,strict_citation_rag,gpt-4.1-mini,openai,gold,S001199 S001204,"Yes, both Dictyosperma and Huernia are described as a genus. Dictyosperma is described as a monotypic genus of flowering plant in the palm family [S001199], and Huernia is described as a genus first described in 1810 [S001204].",S001199 S001204,yes,yes,no,na,Correct genus comparison with both citations.
HQ0029,strict_citation_rag,gpt-4.1-mini,openai,gold,S001224 S001225 S001230,"Yes, Kaiser Ventures corporation was founded by Henry John Kaiser, an American industrialist who became known as the father of modern American shipbuilding [S001225], [S001230].",S001225 S001230,yes,yes,no,na,Correct founder answer with founder and shipbuilding-father evidence.
HQ0030,strict_citation_rag,gpt-4.1-mini,openai,gold,S001245 S001273,"The name of the adventure in ""Tunnels & Trolls"" is ""Arena of Khazan"" [S001245], [S001273].",S001245 S001273,yes,yes,no,na,Correct adventure name with game/designer and adventure citations.
HQ0031,strict_citation_rag,gpt-4.1-mini,openai,gold,S001295 S001315,The document does not provide enough information.,,no,na,no,na,Incorrect refusal; expected release year is 2000.
HQ0032,strict_citation_rag,gpt-4.1-mini,openai,gold,S001324 S001335,"Buck-Tick hails from Fujioka, Gunma, Japan [S001335].",S001335,yes,yes,no,na,Correct Buck-Tick origin answer.
HQ0033,strict_citation_rag,gpt-4.1-mini,openai,gold,S001366 S001386,"The French ace pilot and adventurer who flew L'Oiseau Blanc was Charles Nungesser [S001366], [S001386].",S001366 S001386,yes,yes,no,na,Correct pilot answer; Charles Nungesser corresponds to expected Charles Eugene.
HQ0034,strict_citation_rag,gpt-4.1-mini,openai,gold,S001428 S001431,"No, only Freakonomics: The Movie is an American documentary. In the Realm of the Hackers is an Australian documentary [S001428][S001431].",S001428 S001431,yes,yes,no,na,Correct no answer with American/Australian documentary evidence.
HQ0035,strict_citation_rag,gpt-4.1-mini,openai,gold,S001439 S001440 S001469 S001470,"Letters to Cleo had six members (Kay Hanley, Greg McKenna, Michael Eisenstein, Stacy Jones, Scott Riebling, and later Tom Polce) [S001440]. Screaming Trees had four members (Mark Lanegan, Gary Lee Conner, Van Conner, and Mark Pickerel, who was later replaced by Barrett Martin) [S001469][S001470]. Therefore, Letters to Cleo had more members.",S001440 S001469 S001470,yes,yes,no,na,Correct member-count comparison with citations.
HQ0036,strict_citation_rag,gpt-4.1-mini,openai,gold,S001484 S001512,"Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of the Russian Civil War, which ended in October 1922 [S001484], [S001512].",S001484 S001512,yes,yes,no,na,Correct Civil War end date with citations.
HQ0037,strict_citation_rag,gpt-4.1-mini,openai,gold,S001549 S001562,Seven Brief Lessons on Physics was written by an Italian physicist that has worked in France since the year 2000 [S001549].,S001549,yes,partial,no,na,Correct year; citation supports Rovelli in France since 2000 but omits book-author link.
HQ0038,strict_citation_rag,gpt-4.1-mini,openai,gold,S001565 S001591,"The Livesey Hall War Memorial commemorates the fallen of World War II, which had over 60 million casualties [S001565], [S001591].",S001565 S001591,yes,yes,no,na,Correct World War II answer with memorial and casualty citations.
HQ0039,strict_citation_rag,gpt-4.1-mini,openai,gold,S001606 S001607,"No, only Gerald R. Ford International Airport is located in Michigan. Elko Regional Airport is located in Elko County, Nevada [S001606], while Gerald R. Ford International Airport is in Cascade Township, Michigan [S001607].",S001606 S001607,yes,yes,no,na,Correct no answer with Nevada/Michigan airport locations.
HQ0040,strict_citation_rag,gpt-4.1-mini,openai,gold,S001665 S001671,"Ralph Hefferline was a psychology professor at a university located in New York City [S001665], [S001671].",S001665 S001671,yes,yes,no,na,Correct city with Columbia University location evidence.
HQ0041,strict_citation_rag,gpt-4.1-mini,openai,gold,S001681 S001710 S001713,The Scotch Collie's ancestors include Gordon and Irish Setters [S001713].,S001713,yes,yes,no,na,Correct Scotch Collie answer with ancestor citation.
HQ0042,strict_citation_rag,gpt-4.1-mini,openai,gold,S001738 S001746,"The company that Sachin Warrier worked for as a software engineer, Tata Consultancy Services, is headquartered in Mumbai, Maharashtra [S001746].",S001746,yes,partial,no,na,Correct headquarters location; citation supports TCS headquarters but omits Sachin employment evidence.
HQ0043,strict_citation_rag,gpt-4.1-mini,openai,gold,S001775 S001824,"The Japanese manga series based on 16-year-old high school student Ichitaka Seto is written and illustrated by Masakazu Katsura, who was born in 1962 [S001775].",S001775,yes,partial,no,na,Correct birth year; citation supports author birth but omits manga/main-character setup.
HQ0044,strict_citation_rag,gpt-4.1-mini,openai,gold,S001857 S001869,"The battle in which Giuseppe Arimondi lost his life secured Ethiopian sovereignty [S001857, S001869].",S001857 S001869,yes,yes,no,na,Correct sovereignty answer with battle and death citations.
HQ0045,strict_citation_rag,gpt-4.1-mini,openai,gold,S001885 S001940 S001942,"Alfred Balk served as the secretary of New York Governor Nelson Rockefeller's Committee on the Employment of Minority Groups in the News Media. The document does not specify that Nelson Rockefeller was serving as United States Vice President at that time or link Balk's service to Rockefeller's vice presidency. Therefore, the document does not provide enough information to state that Balk served under a United States Vice President. However, it identifies Nelson Rockefeller as the governor in this context [S001942], [S001885].",S001885 S001942,partial,partial,no,na,Partial: identifies Nelson Rockefeller but frames answer as not enough information about vice presidency.
HQ0046,strict_citation_rag,gpt-4.1-mini,openai,gold,S001966 S001967 S001968 S001969,"A medieval fortress in Dirleton, East Lothian, Scotland borders on the south side of Yellowcraig. This is supported by the sentence stating that Yellowcraig is bordered to the south by the village of Dirleton and Dirleton Castle [S001968].",S001968,yes,yes,no,na,Correct Yellowcraig answer; cited border sentence directly supports answer.
HQ0047,strict_citation_rag,gpt-4.1-mini,openai,gold,S001992 S001993 S002030,"The writer of the song ""To Know Him Is to Love Him,"" which was inspired by words on his father's tombstone and was the first track on the box set Back to Mono, is Phil Spector [S001993], [S002030].",S001993 S002030,yes,yes,no,na,Correct Phil Spector answer with first-track and tombstone/writer evidence.
HQ0048,strict_citation_rag,gpt-4.1-mini,openai,gold,S002066 S002073,"A former Soviet statesman, Mikhail Gorbachev, initiated the World Summit of Nobel Peace Laureates, which is a forum where the Nobel Peace Laureates and the Peace Laureate Organizations come together to address global issues with the aim to encourage and support peace and human well-being in the world [S002066][S002073].",S002066 S002073,yes,yes,no,na,Correct forum description with Gorbachev evidence.
HQ0049,strict_citation_rag,gpt-4.1-mini,openai,gold,S002101 S002133,"Yes, Ferocactus and Silene are both types of plants. Silene is a genus of flowering plants, and Ferocactus is a genus of cacti, which are also plants [S002101][S002133].",S002101 S002133,yes,yes,no,na,Correct plant comparison with both genus citations.
HQ0050,strict_citation_rag,gpt-4.1-mini,openai,gold,S002149 S002156,The document does not provide enough information.,,no,na,no,na,Incorrect refusal under benchmark expected answer.
